PhysicalDataID,StationCode,Recorder,Field.Check,Crew,SamplingDate,YSI,SamplingTime,WeatherCode,Tide,Microcyst,WaterTemperature,Secchi,EC,SpCnd,pH,DO,Turb,LightData,DriftData,LarvalData,150_ZoopData,50_ZoopData,ChlData,PhytoData,NutrData,EnteredBy,QAQCBy,FieldComments_WQ,DataCorrectionComments,Datetime.x,Year,Month,SurfaceIRR,Depth1,SubSurfaceIRR1,Depth2,SubSurfaceIRR2,Depth3,SubSurfaceIRR3,Depth4,SubSurfaceIRR4,FieldComments_Light,StationNumber,ACT_UNIT_NAME,RunCode,StationName,RunName,SAM_Code,Datetime.y,SampleType,
740,LIS,,FALSE,"JF, JS",9/26/2013,NA,12:20:00,CLR,,NA,18.98,0.22,653,NA,8.08,7.11,47.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,ashakya,Ebb tide.,,9/26/2013 12:20,2013,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,EA0913B0276,Toe Drain YB LISBON,YB - Fall Study,EA0913B2231,9/26/2013 12:20,"Replicate, Specific Analyte(s)",
741,LIS,,FALSE,"JS, NI",10/1/2013,NA,13:30:00,CLR,,NA,19.5,0.27,613,NA,8.09,7.08,38.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,ashakya,Flood tide.,,10/1/2013 13:30,2013,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,EA1013B0287,Toe Drain YB LISBON,YB - Fall Study,EA1013B2358,10/1/2013 13:30,Normal Sample,
741,LIS,,FALSE,"JS, NI",10/1/2013,NA,13:30:00,CLR,,NA,19.5,0.27,613,NA,8.09,7.08,38.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,jshen,ashakya,Flood tide.,,10/1/2013 13:30,2013,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B9D82851352,Aquatic Ecology,EA1013B0287,Toe Drain YB LISBON,YB - Fall Study,EA1013B2359,10/1/2013 13:30,"Replicate, Specific Analyte(s)",
1618,RCS,,FALSE,"JF, BD",7/10/2018,2,9:38:00,CLR,,1,25.9,0.35,1009,990,7.82,2.81,37.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/10/2018 9:38,2018,7,2095,0.06,1557,0.11,1048,0.31,527,1.18,20.84,,A0D84761435,Special Studies,EL0718B0002,Ridge Cut Slough,YB - Fall Study,EL0718B0016,7/10/2018 9:45,Normal Sample,
1619,WWT,,FALSE,"JF, BD",7/10/2018,2,11:02:00,CLR,,1,26.8,NA,1046,1012,7.8,5.71,14.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,no secchi reading,,7/10/2018 11:02,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1030000,Special Studies,EL0718B0002,Woodland Wasetwater,YB - Fall Study,EL0718B0017,7/10/2018 11:02,Normal Sample,
1620,RD22,,FALSE,"JF, BD",7/10/2018,2,11:24:00,CLR,,1,25,0.21,903,904,7.87,4.97,37.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/10/2018 11:24,2018,7,2330,0.06,1751,0.12,1161,0.32,584,0.99,23.2,,A0D84061386,Special Studies,EL0718B0002,Toe Drain at Rd. 22,YB - Fall Study,EL0718B0018,7/10/2018 11:24,Normal Sample,
1621,DWT,,FALSE,"JF, BD",7/10/2018,2,12:40:00,CLR,,1,24.6,NA,449,452,7.97,6.83,72.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,7/10/2018 12:40,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A0033300,Special Studies,EL0718B0002,Davis Wastewater,YB - Fall Study,EL0718B0019,7/10/2018 12:40,Normal Sample,
1622,I80,,FALSE,"JF, BD",7/10/2018,2,13:07:00,CLR,,1,27.5,0.22,583,556,8.04,7.69,38.1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/10/2018 13:07,2018,7,2373,0.04,1765,0.17,1178,0.3,589,0.88,23.2,,A0D83441350,Special Studies,EL0718B0002,Toe Drain@ I-80,YB - Fall Study,EL0718B0020,7/10/2018 13:07,Normal Sample,
1623,LIS,,FALSE,"JF, BD",7/10/2018,2,14:07:00,CLR,,1,25.8,0.25,251,246,8.01,7.31,32.4,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/10/2018 14:07,2018,7,2463,0.05,1839,0.19,1231.5,0.42,616,1.26,24.7,,B9D82851352,Special Studies,EL0718B0002,Toe Drain YB LISBON,YB - Fall Study,EL0718B0021,7/10/2018 14:07,Normal Sample,
1625,STTD,JF,TRUE,"JF, BD, HB",7/11/2018,2,11:01:00,CLR,Ebb,1,24.2,0.38,180,183,8.7,7.74,20.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 11:01,2018,7,2374,0.02,1625,0.06,1136,0.3,592,1.35,23.19,,A0D82120386,Special Studies,EL0718B0002,Toe Drain at STTD,YB - Fall Study,EL0718B0022,7/11/2018 11:28,Normal Sample,
1626,BL5,BD,TRUE,"BD, JF, HW",7/11/2018,2,12:14:00,CLR,Ebb,1,21.9,0.8,163,170,8.79,8,8.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 12:14,2018,7,2468,0.04,1841,0.2,1238,0.76,618,1.32,24.6,,B9D81651399,Special Studies,EL0718B0002,BL5 -Below Toe Drain,YB - Fall Study,EL0718B0023,7/11/2018 12:14,Normal Sample,
1627,LIB,BD,TRUE,"BD, JF, HW",7/11/2018,2,12:40:00,CLR,Ebb,1,22.3,1.1,141,148,7.99,7.97,6.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 12:40,2018,7,2534,0.07,1887.6,0.36,1244.6,0.93,631.4,2.3,149,depth 4 covered full stick ~5%,B9D81450411,Special Studies,EL0718B0002,Liberty at S End,YB - Fall Study,EL0718B0024,7/11/2018 12:40,Normal Sample,
1628,RYI,BD,TRUE,"BD, JF, HW",7/11/2018,2,13:15:00,CLR,Flood,1,22.4,1.4,132,139,7.68,7.85,4.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 13:15,2018,7,2528,0.07,1853.3,0.37,1286.6,1.15,631.4,2.3,258.6,SUBSURFACEIRR 10.2%,B9D81281402,Special Studies,EL0718B0002,RYI - Cache Slough,YB - Fall Study,EL0718B0025,7/11/2018 13:12,Normal Sample,
1629,RVB,JF,TRUE,"JF, BD, HW",7/11/2018,2,13:55:00,CLR,Flood,2,22.9,1.65,124,129,7.49,7.66,3.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 13:55,2018,7,2500,0.08,1800.3,0.32,1288.6,1.35,629.5,2.3,245.2,,B9D80960412,Special Studies,EL0718B0002,RVB - Rio Vista,YB - Fall Study,EL0718B0026,7/11/2018 13:55,Normal Sample,
1630,SDI,BD,TRUE,"BD, JF, HW",7/11/2018,2,9:52:00,CLR,Ebb,1,22.6,1.2,129,135,7.46,7.95,8.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/11/2018 9:52,2018,7,2271,0.04,1662,0.1,1160,0.75,570,NA,46,Depth4 full length of stick (2.3m?),B9D80561442,Special Studies,EL0718B0002,Decker Island (SDI),YB - Fall Study,EL0718B0027,7/11/2018 9:52,Normal Sample,
1618,RCS,,FALSE,"JF, BD",7/10/2018,2,9:38:00,CLR,,1,25.9,0.35,1009,990,7.82,2.81,37.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/10/2018 9:38,2018,7,2095,0.06,1557,0.11,1048,0.31,527,1.18,20.84,,A0D84761435,Special Studies,EL0718B0002,Ridge Cut Slough,YB - Fall Study,EL0718B0028,7/10/2018 9:38,"Replicate, Specific Analyte(s)",
1634,RCS,HW,TRUE,JF HW CS,7/26/2018,3,9:20:00,CLR,,1,27.9,0.27,668,633,7.47,3.2,26.4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,"Light Attenuation not working, not taken",,7/26/2018 9:20,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT WORKING- NOT TAKEN,A0D84761435,Special Studies,EL0718B0004,Ridge Cut Slough,YB - Fall Study,EL0718B0054,7/26/2018 9:20,Normal Sample,
1635,WWT,HW,TRUE,JF HW CS,7/26/2018,3,10:27:00,CLR,,1,24.8,NA,1068,1073,7.54,5.63,11.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,,,7/26/2018 10:27,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A1030000,Special Studies,EL0718B0004,Woodland Wasetwater,YB - Fall Study,EL0718B0055,7/26/2018 10:27,Normal Sample,
1636,RD22,HW,TRUE,JF HW CS,7/26/2018,3,11:00:00,CLR,,1,25.8,0.32,712,701,7.77,6.82,16.6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,"Light attenuation not working, none taken",,7/26/2018 11:00,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,malfunction,A0D84061386,Special Studies,EL0718B0004,Toe Drain at Rd. 22,YB - Fall Study,EL0718B0056,7/26/2018 11:00,Normal Sample,
1637,DWT,HW,TRUE,JF HW CS,7/26/2018,3,11:53:00,CLR,,1,24.5,NA,805,813,7.8,5.83,57.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ashakya,jjenkins,"Light attenuation not taken, equipment malfunction",,7/26/2018 11:53,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A0033300,Special Studies,EL0718B0004,Davis Wastewater,YB - Fall Study,EL0718B0057,7/26/2018 11:53,Normal Sample,
1638,I80,HW,TRUE,JF HW CS,7/26/2018,3,12:11:00,CLR,,1,24,0.2,1110,1131,8.03,3.47,45.4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,"LIGHT ATTENUATION NOT TAKEN, EQUIPMENT MALFUNCTION",,7/26/2018 12:11,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Equipment malfunction, not taken",A0D83441350,Special Studies,EL0718B0004,Toe Drain@ I-80,YB - Fall Study,EL0718B0058,7/26/2018 12:11,Normal Sample,
1639,LIS,HW,TRUE,"JF HW, CS",7/26/2018,3,13:11:00,CLR,Flood,1,26.6,0.24,231,224,8.12,7.45,33.7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,"Light attenuation equipment malfunction, not taken",,7/26/2018 13:11,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,equipment malfunction,B9D82851352,Special Studies,EL0718B0004,Toe Drain YB LISBON,YB - Fall Study,EL0718B0059,7/26/2018 13:11,Normal Sample,
1640,STTD,AS,FALSE,NI JJ,7/26/2018,NA,13:20:00,CLR,Ebb,1,25.1,0.28,177,177,8.51,7.92,19.3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/26/2018 13:20,2018,7,2343,0.05,1754.7,0.23,1171.4,0.52,585.8,1.8,23.44,,A0D82120386,Special Studies,EL0718B0004,Toe Drain at STTD,YB - Fall Study,EL0718B0060,7/26/2018 13:20,Normal Sample,
1641,BL5,NI,TRUE,AS JJ,7/26/2018,NA,12:45:00,CLR,Ebb,1,22.8,0.8,159,166,8.53,8.3,9.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,,,7/26/2018 12:45,2018,7,2589,0.03,1938.7,0.25,1295,0.69,642.7,2.47,37.84,,B9D81651399,Special Studies,EL0718B0004,BL5 -Below Toe Drain,YB - Fall Study,EL0718B0061,7/26/2018 12:45,Normal Sample,
1642,LIB,AS,TRUE,JJ NI,7/26/2018,NA,12:08:00,CLR,Ebb,2,22.1,1.1,136,144,7.87,9,3.7,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,small amount of microcystis in net,,7/26/2018 12:08,2018,7,2553,0.04,1904.6,0.17,1277,1.09,637.5,2.47,173.1,,B9D81450411,Special Studies,EL0718B0004,Liberty at S End,YB - Fall Study,EL0718B0062,7/26/2018 12:08,Normal Sample,
1643,RYI,AS,TRUE,AS NI JJ,7/26/2018,NA,11:30:00,CLR,Ebb,2,22.5,1.5,134,141,7.51,8.08,5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,Microcystis in zoop tow,,7/26/2018 11:30,2018,7,2557,0.05,1908.6,0.16,1275.7,1.03,632.4,2.47,125.4,,B9D81281402,Special Studies,EL0718B0004,RYI - Cache Slough,YB - Fall Study,EL0718B0063,7/26/2018 11:30,Normal Sample,
1644,RVB,AS,TRUE,AS NI JJ,7/26/2018,NA,10:45:00,CLR,Ebb,2,23.1,1.1,129,134,7.37,7.85,6.4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,ashakya,jjenkins,very small amount of microcystis present in zoop 150 net,,7/26/2018 10:45,2018,7,2482,0.04,1835.9,0.23,1254.5,0.96,619.2,2.47,127.12,,B9D80960412,Special Studies,EL0718B0004,RVB - Rio Vista,YB - Fall Study,EL0718B0064,7/26/2018 10:45,Normal Sample,
1645,SDI,JJ,TRUE,NI AS JJ,7/26/2018,NA,9:40:00,CLR,Ebb,2,22.8,1,166,173,7.59,8.71,7.9,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,Microcystis present in zoop net,,7/26/2018 9:40,2018,7,2197,0.02,1599.7,0.27,1107.5,0.71,579.7,2.47,46.48,,B9D80561442,Special Studies,EL0718B0004,Decker Island (SDI),YB - Fall Study,EL0718B0065,7/26/2018 9:40,Normal Sample,
1636,RD22,HW,TRUE,JF HW CS,7/26/2018,3,11:00:00,CLR,,1,25.8,0.32,712,701,7.77,6.82,16.6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,ashakya,jjenkins,"Light attenuation not working, none taken",,7/26/2018 11:00,2018,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,malfunction,A0D84061386,Special Studies,EL0718B0004,Toe Drain at Rd. 22,YB - Fall Study,EL0718B0066,7/26/2018 11:00,"Replicate, Specific Analyte(s)",
1488,LIS,,FALSE,"JF, AP",8/16/2017,NA,8:35:00,CLR,,NA,22.4,0.18,317,333,8.28,7.54,45.1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,apluton,jfrantzich,,,8/16/2017 8:35,2017,8,2059,0.09,1567,0.13,1023,0.22,509,0.78,19.66,,B9D82851352,Special Studies,EL0817B0002,Toe Drain YB LISBON,YB - Fall Study,EL0817B0025,8/16/2017 8:35,Normal Sample,
1489,STTD,,FALSE,"BM, AS, JJ",8/16/2017,NA,10:55:00,CLR,,1,22.6,0.3,185,194,8.05,7.34,29.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,apluton,jfrantzich,,,8/16/2017 10:55,2017,8,2236,0.1,1669,0.22,1117,0.4,557,1.08,22.84,,A0D82120386,Special Studies,EL0817B0002,Toe Drain at STTD,YB - Fall Study,EL0817B0026,8/16/2017 10:55,Normal Sample,
1490,BL5,,FALSE,"BM, AS, JJ",8/16/2017,NA,12:00:00,CLR,,1,20.5,0.6,137,150,8.35,8.26,10.2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,apluton,jfrantzich,,,8/16/2017 12:00,2017,8,2380,0.04,1787,0.32,1189,0.72,597,2.45,26.5,,B9D81651399,Special Studies,EL0817B0002,BL5 -Below Toe Drain,YB - Fall Study,EL0817B0027,8/16/2017 12:00,Normal Sample,
1491,LIB,,FALSE,"BM, AS, JJ",8/16/2017,NA,12:28:00,CLR,,1,21.4,1.4,122,131,7.8,8.12,3.3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,apluton,jfrantzich,,,8/16/2017 12:28,2017,8,2408,0.03,1815,0.17,1215,0.7,607,2.45,84.01,,B9D81450411,Special Studies,EL0817B0002,Liberty at S End,YB - Fall Study,EL0817B0028,8/16/2017 12:28,Normal Sample,
1492,RYI,,FALSE,"BM, AS, JJ",8/16/2017,NA,12:46:00,CLR,,1,21.7,1.2,121,130,7.8,8.16,2.5,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,apluton,jfrantzich,,,8/16/2017 12:46,2017,8,2275,0.05,1715,0.31,1138,1.09,569.8,2.45,219.2,,B9D81281402,Special Studies,EL0817B0002,RYI - Cache Slough,YB - Fall Study,EL0817B0029,8/16/2017 12:46,Normal Sample,
1493,RVB,,FALSE,"BM, AS, JJ",8/16/2017,NA,13:26:00,CLR,,1,22.2,1.5,119,126,7.81,8.24,1.8,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,apluton,jfrantzich,,,8/16/2017 13:26,2017,8,2364,0.05,1782,0.23,1175,1.06,591,2.45,271.9,,B9D80960412,Special Studies,EL0817B0002,RVB - Rio Vista,YB - Fall Study,EL0817B0030,8/16/2017 13:26,Normal Sample,
