RunCode,RunName,MeasuringProgram,StationCode,StationName,StationNumber,SAM_Code,SAM_Code_Parent,SampleType,PhysicalDataID,SampleDate.field,SampleDate.WDL,SamplingDate,SamplingTime,SampleNumber,SampleTime,LabOrField,Recorder,Field.Check,Crew,YSI,WeatherCode,Secchi,WaterTemperature,DO,SpCnd,EC,pH,Tide,Microcyst,VegRank,Turb,SurfaceIRR,Depth1,Depth2,Depth3,Depth4,SubSurfaceIRR1,SubSurfaceIRR2,SubSurfaceIRR3,SubSurfaceIRR4,FieldComments_Light,LightData,DriftData,LarvalData,150_ZoopData,50_ZoopData,PhytoData,ChlData,NutrData,FieldComments_WQ,DataCorrectionComments,EnteredBy,QAQCBy
ESA0110B0009,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0110B0127,0,Normal Sample,287,1/26/2010 9:19,1/26/2010 9:19,1/26/2010,9:19:00,,,,,FALSE,"JM,OL,LC",NA,CLD,0.17,8.5,10.58,NA,101,8.05,,NA,,NA,613.7,0.03,0.06,0.13,0.65,482,316.1,150.33,6.24,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0110B0009,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0110B0128,0,Normal Sample,288,1/26/2010 11:25,1/26/2010 11:25,1/26/2010,11:25:00,,,,,FALSE,"JM,OL,LC,MB",NA,RAN,0.11,8.5,8.32,NA,205,7.79,,NA,,NA,359.6,0.02,0.05,0.09,0.42,263.9,162.3,99.9,3.4,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0010,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0210B0131,0,Normal Sample,290,2/3/2010 9:46,2/3/2010 9:52,2/3/2010,9:46:00,,,,,FALSE,"JM,OL,LC",NA,CLD,0.23,10.3,9.24,NA,124,8.49,,NA,,NA,2077,0.04,0.08,0.23,1.03,1540.8,1006.1,509.4,18.3,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0010,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0210B0132,0,Normal Sample,289,2/3/2010 11:29,2/3/2010 11:44,2/3/2010,11:29:00,,,,,FALSE,"JM,OL,LC",NA,CLR,0.18,10.5,5.71,NA,234,9.33,,NA,,NA,1995.1,0.06,0.09,0.17,0.71,1737.4,1160.05,545.7,21.55,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0011,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0210B0135,0,Normal Sample,292,2/10/2010 12:50,2/10/2010 12:50,2/10/2010,12:50:00,,,,,FALSE,"JM,OL,MB,LC",NA,CLD,0.18,10.6,9.8,NA,110,8.77,,NA,,NA,1060.4,0.03,0.07,0.37,0.74,850.6,613,242.4,9.62,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0011,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0210B0136,0,Normal Sample,293,2/10/2010 11:13,2/10/2010 11:13,2/10/2010,11:13:00,,,,,FALSE,"JM,OL,MB,LC",NA,CLR,0.18,10.9,6.7,NA,298,8.25,,NA,,NA,957.9,0.03,0.05,0.09,0.52,800,468.5,261.5,10.45,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0013,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0210B0141,0,Normal Sample,294,2/17/2010 11:18,2/17/2010 11:18,2/17/2010,11:18:00,,,,,FALSE,"KR,OL,LC",NA,CLR,0.27,12.7,9.13,NA,203,9.28,,NA,,NA,2122,0.03,0.25,0.46,1.46,1551.8,1072.6,525.2,21.3,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0013,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0210B0142,0,Normal Sample,295,2/17/2010 9:37,2/17/2010 9:37,2/17/2010,9:37:00,,,,,FALSE,KR.OL.LC,NA,FOG,0.19,14.5,6.58,NA,388,8.59,,NA,,NA,1713,0.02,0.05,0.21,0.74,1318,812.4,439.7,18.82,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0014,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0210B0145,0,Normal Sample,296,2/24/2010 8:54,2/24/2010 9:28,2/24/2010,8:54:00,,,,,FALSE,"NVA,KR,MB",NA,CLD,0.39,11.5,10.12,NA,148,8.24,,NA,,NA,240.6,0.04,0.16,0.43,0.64,193,115.73,57.61,24.81,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0210B0014,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0210B0146,0,Normal Sample,297,2/24/2010 10:44,2/24/2010 10:56,2/24/2010,10:44:00,,,,,FALSE,"NVA,KR,MB",NA,CLD,NA,11.6,8.17,NA,473,8.3,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,No samples taken - Not enough flow,,,
ESA0310B0017,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0310B0255,0,Normal Sample,298,3/3/2010 9:07,3/3/2010 9:07,3/3/2010,9:07:00,,,,,FALSE,"NVA,OL,LC",NA,RAN,0.35,11.5,9.96,NA,118,8.11,,NA,,NA,267.7,0.03,0.09,0.26,0.95,214.2,141.9,71.3,2.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0310B0017,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0310B0256,0,Normal Sample,299,3/3/2010 11:04,3/3/2010 11:04,3/3/2010,11:04:00,,,,,FALSE,"NVA,OL,LC",NA,CLD,0.16,12.4,7.75,NA,429,8.18,,NA,,NA,1164,0.05,0.21,28,0.78,806.3,537.9,286.2,11.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0310B0018,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0310B0259,0,Normal Sample,301,3/17/2010 9:21,3/17/2010 9:21,3/17/2010,9:21:00,,,,,FALSE,"NVA,MB,LC",NA,CLD,0.62,12.6,10.5,NA,164,6.73,,NA,,NA,1157.9,0.05,0.37,0.69,1.97,873.2,596.7,285.3,25.9,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0310B0018,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0310B0260,0,Normal Sample,300,3/17/2010 11:49,3/17/2010 11:55,3/17/2010,11:49:00,,,,,FALSE,"NVA,MB,LC",NA,CLR,0.21,15,8.73,NA,668,6.92,,NA,,NA,2090,0.02,0.05,0.21,0.89,1544,1071.2,529.7,25.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0310B0021,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0310B0287,0,Normal Sample,303,3/30/2010 9:17,3/30/2010 9:17,3/30/2010,9:17:00,,,,,FALSE,"NVA,OL,LC",NA,CLD,1,14.4,10.06,NA,131,6.95,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0310B0021,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0310B0288,0,Normal Sample,302,3/30/2010 11:30,3/30/2010 11:30,3/30/2010,11:30:00,,,,,FALSE,"NVA,OL,LC",NA,CLD,0.21,16.2,11.53,NA,812,7.48,,NA,,NA,2032,0.05,0.13,0.28,0.82,1588.3,1045,501.4,20.49,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0410B0022,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0410B0291,0,Normal Sample,305,4/12/2010 10:15,4/12/2010 10:15,4/12/2010,10:15:00,,,,,FALSE,"OL,LC,MB",NA,RAN,0.9,13.3,9.55,NA,135,6.3,,NA,,NA,459.6,0.03,0.15,0.33,2.09,345.5,242.5,115.76,9.43,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0410B0022,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0410B0292,0,Normal Sample,304,4/12/2010 12:17,4/12/2010 12:17,4/12/2010,12:17:00,,,,,FALSE,"OL,LC,MB",NA,RAN,NA,13.8,8.24,NA,669,6.5,,NA,,NA,1383.1,0.03,0.07,0.29,1.55,1010.7,645.2,319,2.6,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0410B0023,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0410B0295,0,Normal Sample,307,4/28/2010 9:12,4/28/2010 9:12,4/28/2010,9:12:00,,,,,FALSE,"KR,OL",NA,CLD,0.57,16.1,8,NA,117,5.98,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0410B0023,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0410B0296,0,Normal Sample,306,4/28/2010 11:00,4/28/2010 11:00,4/28/2010,11:00:00,,,,,FALSE,"KR,OL",NA,RAN,0.36,17.6,6.35,NA,571,6.54,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0510B0024,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0510B0299,0,Normal Sample,308,5/13/2010 9:08,5/13/2010 9:08,5/13/2010,9:08:00,,,,,FALSE,"KR,OL,LC",NA,CLR,0.69,16,9.44,NA,110,7.93,,NA,,NA,1892.6,0.04,0.2,0.62,2.21,1435,958.6,482.7,30.17,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0510B0024,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0510B0300,0,Normal Sample,309,5/13/2010 11:05,5/13/2010 11:05,5/13/2010,11:05:00,,,,,FALSE,"KR,OL,LC",NA,CLR,0.21,17.9,8.96,NA,511,8.02,,NA,,NA,1956.5,0.03,0.13,0.31,1.02,1445.6,983.8,496.7,19.87,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0510B0025,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0510B0303,0,Normal Sample,310,5/27/2010 11:30,5/27/2010 11:30,5/27/2010,11:30:00,,,,,FALSE,"OL,CN,LC",NA,RAN,0.83,15.5,10.35,NA,105,7.49,,NA,,NA,500,0.04,0.05,0.56,2.23,391.7,243.6,125.3,10,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0510B0025,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0510B0304,0,Normal Sample,311,5/27/2010 9:36,5/27/2010 9:36,5/27/2010,9:36:00,,,,,FALSE,"OL,LC,CN",NA,CLD,0.21,18.6,7.31,NA,588,8.07,,NA,,NA,557.5,0.05,0.09,0.22,0.74,426.9,274.9,146.04,5.47,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
NA,NA,YBFMP,SHR,NA,A0200000,NA,NA,NA,313,6/8/2010 12:21,NA,6/8/2010,12:21:00,,,,,FALSE,"OL,LC,CN",NA,CLR,0.53,17.3,9.8,NA,94,7.73,,NA,,NA,2193,0.03,0.06,0.76,2.19,1607.2,1085.8,535.5,23.38,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
NA,NA,YBFMP,STTD,NA,A0D82120386,NA,NA,NA,312,6/8/2010 9:45,NA,6/8/2010,9:45:00,,,,,FALSE,"OL,LC,CN",NA,CLR,0.21,22.9,6.24,NA,593,8.05,,NA,,NA,1931.3,0.04,0.07,0.27,0.75,1551.1,959.8,472.7,22.7,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
ESA0111B0030,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0111B0311,0,Normal Sample,445,1/12/2011 9:15,1/12/2011 9:50,1/12/2011,9:15:00,,,,,FALSE,"KR,OL,CN,MV",NA,CLD,0.56,7.6,11.1,NA,101,7,,NA,,NA,660.7,0.05,0.1,0.26,1.15,490.7,326.4,165.3,6.26,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0111B0030,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0111B0312,0,Normal Sample,446,1/12/2011 11:15,1/12/2011 11:15,1/12/2011,11:15:00,,,,,FALSE,"KR,OL,MV,CN",NA,CLD,0.27,6.6,9.86,NA,374,8.04,,NA,,NA,1257.6,0.75,0.25,0.39,1.19,946.6,628.3,311.8,12.7,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0111B0033,Yolo Bypass 2009,YBFMP,SHR,SHER,A0200000,ESA0111B0319,0,Normal Sample,448,1/26/2011 10:04,1/26/2011 10:04,1/26/2011,10:04:00,,,,,FALSE,"KR,JF,CN,OL",NA,FOG,0.72,9.8,11.23,NA,119,8.36,,NA,,NA,277.9,0.05,0.08,0.48,1.38,207,137.8,69.28,27,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0111B0033,Yolo Bypass 2009,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0111B0320,0,Normal Sample,447,1/26/2011 11:35,1/26/2011 12:25,1/26/2011,11:35:00,,,,,FALSE,"KR,OL,JF,CN",NA,FOG,0.3,10.6,8.19,NA,643,8.36,,NA,,NA,598.8,0.01,0.05,0.24,0.48,449,301.8,148.37,59.58,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,10/15/18: changed drift flow meter to match that of E&L net-AS,,
ESA0211B0035,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0211B0327,0,Normal Sample,449,2/9/2011 8:45,2/9/2011 8:45,2/9/2011,8:45:00,,,,,FALSE,"CN,OL,JF",NA,CLR,0.69,10,10.72,NA,139,7.79,,NA,,NA,1895.4,0.23,0.44,0.39,1.01,1423,948.7,474.02,19.1,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0211B0035,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0211B0328,0,Normal Sample,450,2/9/2011 10:35,2/9/2011 10:35,2/9/2011,10:35:00,,,,,FALSE,"CN,OL,JF",NA,CLR,0.08,10.2,10.02,NA,658,8.21,,NA,,NA,1939.2,0.1,0.15,0.27,0.86,1457.6,969.6,484.4,19.32,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0211B0002,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0211B0005,0,Normal Sample,451,2/23/2011 8:45,2/23/2011 9:20,2/23/2011,8:45:00,,,,,FALSE,"JF,MV,OL",NA,CLR,0.44,8.8,11,NA,102,8.5,,NA,,NA,1641.5,0.07,0.08,0.2,1.4,1224.6,817.7,410.4,16.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0211B0002,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0211B0007,ESA0211B0005,Replicate Sample,451,2/23/2011 8:45,2/23/2011 9:20,2/23/2011,8:45:00,,,,,FALSE,"JF,MV,OL",NA,CLR,0.44,8.8,11,NA,102,8.5,,NA,,NA,1641.5,0.07,0.08,0.2,1.4,1224.6,817.7,410.4,16.42,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0211B0002,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0211B0008,ESA0211B0006,Replicate Sample,452,2/23/2011 10:25,2/23/2011 10:35,2/23/2011,10:25:00,,,,,FALSE,"JF,OL,MV",NA,CLD,0.24,9.1,9.98,NA,453,8.85,,NA,,NA,1258.9,0.02,0.06,0.17,0.73,941.2,621.8,314.8,12.84,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0211B0002,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0211B0006,0,Normal Sample,452,2/23/2011 10:25,2/23/2011 10:35,2/23/2011,10:25:00,,,,,FALSE,"JF,OL,MV",NA,CLD,0.24,9.1,9.98,NA,453,8.85,,NA,,NA,1258.9,0.02,0.06,0.17,0.73,941.2,621.8,314.8,12.84,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0037,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0311B0335,0,Normal Sample,454,3/9/2011 8:38,3/9/2011 9:06,3/9/2011,8:38:00,,,,,FALSE,"KR,OL,MV",NA,CLD,0.49,11.3,11.3,NA,106,8.2,,NA,,NA,726,0.03,0.05,0.36,0.59,544,365.4,181.46,7.29,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0037,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0311B0336,0,Normal Sample,453,3/9/2011 10:15,3/9/2011 10:46,3/9/2011,10:15:00,,,,,FALSE,"KR,MV,OL",NA,CLD,0.22,13.8,9.17,NA,537,8.5,,NA,,NA,1307.9,0.07,0.14,0.23,0.79,978.1,653.3,324.7,13.5,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0040,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0311B0345,ESA0311B0343,Replicate Sample,456,3/29/2011 10:15,3/29/2011 10:38,3/29/2011,10:15:00,,,,,FALSE,"JF,OL,KR",NA,CLR,0.35,10.1,10.62,NA,79,8.19,,NA,,NA,2070,0.03,0.11,0.36,1.49,1554,1385,517.8,20.03,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0040,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0311B0343,0,Normal Sample,456,3/29/2011 10:15,3/29/2011 10:38,3/29/2011,10:15:00,,,,,FALSE,"JF,OL,KR",NA,CLR,0.35,10.1,10.62,NA,79,8.19,,NA,,NA,2070,0.03,0.11,0.36,1.49,1554,1385,517.8,20.03,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0040,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0311B0346,ESA0311B0344,Replicate Sample,455,3/29/2011 12:13,3/29/2011 12:40,3/29/2011,12:13:00,,,,,FALSE,"JF,OL,KR",NA,CLR,0.17,11.3,9.18,NA,108,7.98,,NA,,NA,2129,0.04,0.1,0.21,0.73,1574,1063,531,21,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0311B0040,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0311B0344,0,Normal Sample,455,3/29/2011 12:13,3/29/2011 12:40,3/29/2011,12:13:00,,,,,FALSE,"JF,OL,KR",NA,CLR,0.17,11.3,9.18,NA,108,7.98,,NA,,NA,2129,0.04,0.1,0.21,0.73,1574,1063,531,21,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0411B0041,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESA0411B0347,0,Normal Sample,457,4/6/2011 9:34,4/6/2011 11:03,4/6/2011,9:34:00,,,,,FALSE,"MV,OL",NA,CLR,0.5,12.8,9.84,NA,98,7.25,,NA,,NA,2218,0.02,0.05,0.38,1.82,1645,1186,558,24.46,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESA0411B0041,Yolo Bypass 2010,YBFMP,STTD,Toe Drain at STTD,A0D82120386,ESA0411B0348,0,Normal Sample,458,4/6/2011 12:51,4/6/2011 13:50,4/6/2011,12:51:00,,,,,FALSE,"OL,MV,KR",NA,CLR,0.36,14.2,8.8,NA,134,7.16,,NA,,NA,2062,0.05,0.32,0.58,0.87,1542.6,1023.4,509.6,22.07,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,10/15/18: changed drift flowmeter to pair with E&L net,,
ESF0411B0001,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESF0411B0001,0,Normal Sample,459,4/13/2011 9:33,4/13/2011 9:50,4/13/2011,9:33:00,,,,,FALSE,"JF,OL",NA,CLD,0.57,12.6,9.95,NA,104,7.05,,NA,,NA,2590,0.04,0.06,0.43,1.98,1938.2,1297.36,648.2,27.36,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
ESF0411B0001,Yolo Bypass 2010,YBFMP,SHR,SHER,A0200000,ESF0411B0003,ESF0411B0001,Replicate Sample,459,4/13/2011 9:33,4/13/2011 9:50,4/13/2011,9:33:00,,,,,FALSE,"JF,OL",NA,CLD,0.57,12.6,9.95,NA,104,7.05,,NA,,NA,2590,0.04,0.06,0.43,1.98,1938.2,1297.36,648.2,27.36,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,
