ACT_UNIT_NAME,SAM_ACT_CODE_OWNER,RUN_CODE,RUN_USER_RUN_NUMBER,RUN_NAME,SAM_USER_STATION_NUM,QST_NUMBER,QST_NAME,QST_FULL_STATION_NAME,STY_DESCRIPTION,KIWQM_SAMPLING_NUMBER,SAM_CODE,SAM_SAM_CODE_PARENT,KIWQM_REPLICATE_NUMBER,SAM_COLLECTION_DATE
Aquatic Ecology,330,EA0611B1255,EA0611B1255,Cache Slough Study,B9D81121396,B9D81121396,CACHE SLU A RYER ISL,CACHE SLU A RYER ISL FERRY       ,Broad Water Body,EA0611B7740,EA0611B7740,0,,6/16/2011 13:30
Aquatic Ecology,330,EA0611B1255,EA0611B1255,Cache Slough Study,B9D81121396,B9D81121396,CACHE SLU A RYER ISL,CACHE SLU A RYER ISL FERRY       ,Broad Water Body,EA0611B7741,EA0611B7741,0,,6/23/2011 13:15
Aquatic Ecology,330,EA0611B1255,EA0611B1255,Cache Slough Study,B9D81121396,B9D81121396,CACHE SLU A RYER ISL,CACHE SLU A RYER ISL FERRY       ,Broad Water Body,EA0611B7742,EA0611B7742,0,,6/23/2011 13:30
Aquatic Ecology,330,EA0611B1255,EA0611B1255,Cache Slough Study,B9D81751442,B9D81751442,CACHE SLU BL HASTING,CACHE SLU BL HASTINGS CUT        ,Broad Water Body,EA0611B7743,EA0611B7743,0,,6/23/2011 12:45
Aquatic Ecology,330,EA0611B1255,EA0611B1255,Cache Slough Study,B9D81751442,B9D81751442,CACHE SLU BL HASTING,CACHE SLU BL HASTINGS CUT        ,Broad Water Body,EA0611B7744,EA0611B7744,0,,6/23/2011 13:00
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0713B1251,EA0713B1251,0,,7/31/2013 12:05
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,EA0713B1252,EA0713B1252,0,,7/31/2013 12:05
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0713B1251,EA0713B1253,EA0713B1251,1,7/31/2013 12:05
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0713B1254,EA0713B1254,0,,7/31/2013 12:28
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0713B1254,EA0713B1255,EA0713B1254,1,7/31/2013 12:28
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0713B1256,EA0713B1256,0,,7/31/2013 5:17
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0713B1256,EA0713B1257,EA0713B1256,1,7/31/2013 5:17
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0713B1258,EA0713B1258,0,,7/31/2013 14:15
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0713B1258,EA0713B1259,EA0713B1258,1,7/31/2013 14:15
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0713B1260,EA0713B1260,0,,7/31/2013 16:07
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0713B1260,EA0713B1261,EA0713B1260,1,7/31/2013 16:07
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0713B1262,EA0713B1262,0,,7/31/2013 16:23
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0713B1262,EA0713B1263,EA0713B1262,1,7/31/2013 16:23
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0713B1264,EA0713B1264,0,,7/31/2013 12:06
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0713B1264,EA0713B1265,EA0713B1264,1,7/31/2013 12:06
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0713B1266,EA0713B1266,0,,7/31/2013 11:50
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0713B1266,EA0713B1267,EA0713B1266,1,7/31/2013 11:50
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0713B1268,EA0713B1268,0,,7/31/2013 11:31
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0713B1268,EA0713B1269,EA0713B1268,1,7/31/2013 11:31
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0713B1270,EA0713B1270,0,,7/31/2013 11:11
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0713B1270,EA0713B1271,EA0713B1270,1,7/31/2013 11:11
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0713B1272,EA0713B1272,0,,7/31/2013 10:35
Aquatic Ecology,330,EA0713B0187,EA0713B0187,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0713B1272,EA0713B1273,EA0713B1272,1,7/31/2013 10:35
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1319,EA0813B1319,0,,8/6/2013 10:04
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,EA0813B1320,EA0813B1320,0,,8/6/2013 10:04
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1319,EA0813B1321,EA0813B1319,1,8/6/2013 10:04
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1322,EA0813B1322,0,,8/6/2013 10:53
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1322,EA0813B1323,EA0813B1322,1,8/6/2013 10:53
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1324,EA0813B1324,0,,8/6/2013 11:29
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1324,EA0813B1325,EA0813B1324,1,8/6/2013 11:29
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1326,EA0813B1326,0,,8/6/2013 12:04
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1326,EA0813B1327,EA0813B1326,1,8/6/2013 12:04
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1328,EA0813B1328,0,,8/6/2013 12:27
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1328,EA0813B1329,EA0813B1328,1,8/6/2013 12:27
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1330,EA0813B1330,0,,8/6/2013 11:15
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1330,EA0813B1331,EA0813B1330,1,8/6/2013 11:15
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1332,EA0813B1332,0,,8/6/2013 10:57
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1332,EA0813B1333,EA0813B1332,1,8/6/2013 10:57
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1334,EA0813B1334,0,,8/6/2013 10:45
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1334,EA0813B1335,EA0813B1334,1,8/6/2013 10:45
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1336,EA0813B1336,0,,8/6/2013 10:32
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1336,EA0813B1337,EA0813B1336,1,8/6/2013 10:32
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1338,EA0813B1338,0,,8/6/2013 10:15
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1338,EA0813B1339,EA0813B1338,1,8/6/2013 10:15
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1340,EA0813B1340,0,,8/6/2013 9:58
Aquatic Ecology,330,EA0813B0197,EA0813B0197,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1340,EA0813B1341,EA0813B1340,1,8/6/2013 9:58
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1504,EA0813B1504,0,,8/15/2013 9:35
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,EA0813B1505,EA0813B1505,0,,8/15/2013 9:35
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1504,EA0813B1506,EA0813B1504,1,8/15/2013 9:35
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1507,EA0813B1507,0,,8/15/2013 11:10
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1507,EA0813B1508,EA0813B1507,1,8/15/2013 11:10
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1509,EA0813B1509,0,,8/15/2013 12:54
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1509,EA0813B1510,EA0813B1509,1,8/15/2013 12:54
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1511,EA0813B1511,0,,8/15/2013 13:55
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1511,EA0813B1512,EA0813B1511,1,8/15/2013 13:55
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1513,EA0813B1513,0,,8/15/2013 14:07
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1513,EA0813B1514,EA0813B1513,1,8/15/2013 14:07
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1515,EA0813B1515,0,,8/15/2013 14:36
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1515,EA0813B1516,EA0813B1515,1,8/15/2013 14:36
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1517,EA0813B1517,0,,8/15/2013 11:35
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1517,EA0813B1518,EA0813B1517,1,8/15/2013 11:35
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1519,EA0813B1519,0,,8/15/2013 11:20
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1519,EA0813B1520,EA0813B1519,1,8/15/2013 11:20
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1521,EA0813B1521,0,,8/15/2013 11:08
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1521,EA0813B1522,EA0813B1521,1,8/15/2013 11:08
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1523,EA0813B1523,0,,8/15/2013 10:50
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1523,EA0813B1524,EA0813B1523,1,8/15/2013 10:50
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1525,EA0813B1525,0,,8/15/2013 10:30
Aquatic Ecology,330,EA0813B0217,EA0813B0217,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1525,EA0813B1526,EA0813B1525,1,8/15/2013 10:30
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1631,EA0813B1631,0,,8/26/2013 9:06
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,EA0813B1632,EA0813B1632,0,,8/26/2013 9:06
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0813B1631,EA0813B1633,EA0813B1631,1,8/26/2013 9:06
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1634,EA0813B1634,0,,8/26/2013 10:11
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D84061386,A0D84061386,Toe Drain at Rd. 22,Toe Drain at County Road 22,Broad Water Body,EA0813B1634,EA0813B1635,EA0813B1634,1,8/26/2013 10:11
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1636,EA0813B1636,0,,8/26/2013 10:50
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D83441350,A0D83441350,Toe Drain@ I-80,Toe Drain at Interstate 80,Broad Water Body,EA0813B1636,EA0813B1637,EA0813B1636,1,8/26/2013 10:50
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1638,EA0813B1638,0,,8/26/2013 11:33
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D82851352,B9D82851352,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,Broad Water Body,EA0813B1638,EA0813B1639,EA0813B1638,1,8/26/2013 11:33
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1640,EA0813B1640,0,,8/26/2013 11:50
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D82691360,A0D82691360,Toe Drain Bl YWA,Toe Drain below Yolo Wildlife Area (BLC),Broad Water Body,EA0813B1640,EA0813B1641,EA0813B1640,1,8/26/2013 11:50
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1642,EA0813B1642,0,,8/26/2013 10:53
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,A0D82120386,A0D82120386,Toe Drain at STTD,Toe Drain at Rotary Screw Trap,Broad Water Body,EA0813B1642,EA0813B1643,EA0813B1642,1,8/26/2013 10:53
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1644,EA0813B1644,0,,8/26/2013 10:36
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81651399,B9D81651399,BL5 -Below Toe Drain,Below Base of Toe Drain in Prospect Slough,Broad Water Body,EA0813B1644,EA0813B1645,EA0813B1644,1,8/26/2013 10:36
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1646,EA0813B1646,0,,8/26/2013 10:22
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81450411,B9D81450411,Liberty at S End,Liberty at Approx Cntr S End,Broad Water Body,EA0813B1646,EA0813B1647,EA0813B1646,1,8/26/2013 10:22
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1648,EA0813B1648,0,,8/26/2013 10:06
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81281402,B9D81281402,RYI - Cache Slough,Cache Slough at Ryer Island,Broad Water Body,EA0813B1648,EA0813B1649,EA0813B1648,1,8/26/2013 10:06
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1650,EA0813B1650,0,,8/26/2013 9:45
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D81040386,B9D81040386,SRV - Vieira's,Sacramento River at Vieira's,Broad Water Body,EA0813B1650,EA0813B1651,EA0813B1650,1,8/26/2013 9:45
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1652,EA0813B1652,0,,8/26/2013 9:29
Aquatic Ecology,330,EA0813B0229,EA0813B0229,YB - Fall Study,B9D80960412,B9D80960412,RVB - Rio Vista,Sacramento River at Rio Vista Bridge,Broad Water Body,EA0813B1652,EA0813B1653,EA0813B1652,1,8/26/2013 9:29
Aquatic Ecology,330,EA0913B0247,EA0913B0247,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0913B1791,EA0913B1791,0,,9/5/2013 9:30
Aquatic Ecology,330,EA0913B0247,EA0913B0247,YB - Fall Study,Blank; Field,Blank; Field,Blank; Field,Blank; Field,Not Given,EA0913B1792,EA0913B1792,0,,9/5/2013 9:30
Aquatic Ecology,330,EA0913B0247,EA0913B0247,YB - Fall Study,A0D84151387,A0D84151387,Knagg's Ranch,Knagg's Ranch below Knight's Landing Ridge Cut,Broad Water Body,EA0913B1791,EA0913B1793,EA0913B1791,1,9/5/2013 9:30
