"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","OrganismCode","LowestTaxon","Parent","Count","FishIDComments"
"41",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"TFS","petenense","Dorosoma",2,NA
"42",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"43",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"TFS","petenense","Dorosoma",2,NA
"44",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"45",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"46",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"47",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"48",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",3,NA
"49",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"50",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"51",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",4,NA
"52",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"53",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",7,NA
"54",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"TFS","petenense","Dorosoma",3,NA
"55",2063,1998-01-30,0000-01-01 13:50:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,8,15,NA,NA,NA,"PAV",NA,NA,"MSS","beryllina","Menidia",2,NA
"56",2065,1998-01-30,0000-01-01 15:10:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,15,10,NA,NA,NA,"MUD",NA,NA,"FHM","promelas","Pimephales",2,NA
"57",2065,1998-01-30,0000-01-01 15:10:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,15,10,NA,NA,NA,"MUD",NA,NA,"MSS","beryllina","Menidia",2,NA
"58",2065,1998-01-30,0000-01-01 15:10:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,15,10,NA,NA,NA,"MUD",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"59",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFS","petenense","Dorosoma",1,NA
"60",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",4,NA
"61",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"62",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",7,NA
"63",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",246,NA
"64",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BKB","melas","Ameiurus",1,NA
"65",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"66",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",4,NA
"67",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",6,NA
"68",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"69",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",9,NA
"70",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHM","bifasciatus","Tridentiger",1,NA
"71",1281,1998-02-01,0000-01-01 09:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",9,NA
"72",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFS","petenense","Dorosoma",2,NA
"73",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"74",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"75",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",4,NA
"76",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"77",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",8,NA
"78",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"79",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",5,NA
"80",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFS","petenense","Dorosoma",7,NA
"81",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"82",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"83",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",75,NA
"84",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",5,NA
"85",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",7,NA
"86",1282,1998-02-02,0000-01-01 12:45:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",6,NA
"87",43,1998-02-02,0000-01-01 14:00:00,"AL1","A0D83271352","BSEIN","SEIN50",2,NA,NA,NA,NA,7,7,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"88",44,1998-02-02,0000-01-01 14:10:00,"AL1","A0D83271352","BSEIN","SEIN50",1,NA,NA,NA,NA,6,9,NA,NA,NA,"MUD",NA,NA,"SAPM","grandis","Ptychocheilus",2,NA
"89",44,1998-02-02,0000-01-01 14:10:00,"AL1","A0D83271352","BSEIN","SEIN50",1,NA,NA,NA,NA,6,9,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"90",44,1998-02-02,0000-01-01 14:10:00,"AL1","A0D83271352","BSEIN","SEIN50",1,NA,NA,NA,NA,6,9,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"91",1283,1998-02-03,0000-01-01 13:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"92",1283,1998-02-03,0000-01-01 13:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"93",1283,1998-02-03,0000-01-01 13:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MQF","affinis","Gambusia",2,NA
"94",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"95",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"96",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFS","petenense","Dorosoma",2,NA
"97",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",128,NA
"98",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TFS","petenense","Dorosoma",2,NA
"99",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"100",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"101",1284,1998-02-04,0000-01-01 11:00:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"102",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"103",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",6,NA
"104",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"105",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"106",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"107",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",5,NA
"108",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"109",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"110",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"111",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"112",1131,1998-02-04,0000-01-01 15:00:00,"SB1","A0D83631339","BSEIN","SEIN50",1,NA,NA,NA,NA,8,5,NA,NA,"NV","PAV",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"113",45,1998-02-04,0000-01-01 15:30:00,"AL1","A0D83271352","BSEIN","SEIN50",1,NA,NA,NA,NA,7,3,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"114",2068,1998-02-05,0000-01-01 12:00:00,"YB","A0D83391379","BSEIN","SEIN50",1,NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",4,NA
"115",311,1998-02-05,0000-01-01 12:30:00,"PCS","A0S82801355","BSEIN","SEIN50",1,NA,NA,NA,NA,13,2,NA,NA,NA,"AVG",NA,NA,"CHN","tshawytscha","Oncorhynchus",2,NA
"116",1286,1998-02-06,0000-01-01 10:07:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",3,NA
"117",1286,1998-02-06,0000-01-01 10:07:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHN","tshawytscha","Oncorhynchus",134,NA
"118",1188,1998-02-10,0000-01-01 09:55:00,"BL4","A0D82131385","BSEIN","SEIN50",1,NA,NA,NA,NA,7,15,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",3,NA
"119",1188,1998-02-10,0000-01-01 09:55:00,"BL4","A0D82131385","BSEIN","SEIN50",1,NA,NA,NA,NA,7,15,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"120",1188,1998-02-10,0000-01-01 09:55:00,"BL4","A0D82131385","BSEIN","SEIN50",1,NA,NA,NA,NA,7,15,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",3,NA
"121",1189,1998-02-10,0000-01-01 11:30:00,"BL4","A0D82131385","BSEIN","SEIN50",1,NA,NA,NA,NA,7,17,NA,NA,NA,"MUD",NA,NA,"BGS","macrochirus","Lepomis",2,NA
"122",1288,1998-02-10,0000-01-01 12:30:00,"STTD","A0D82120386","RSTR","RSTR5",1,NA,"Check",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MQF","affinis","Gambusia",2,NA
