SampleID,SampleDate,SampleTime,StationCode,SamplingArea,SampleMethod,GearID,GearConditionCode,VegetationRank,TrapStatus,Rev.Counter,Region,SeineLength,SeineWidth,SeineDepth,VolumeSeined,HabitatType,SubstrateCode,FieldComments,DataCorrectionComments,OrganismCode,LowestTaxon,Parent,Count,FishIDComments
1290,2/13/1998,12:10:00,STTD,A0D82120386,RSTR,RSTR5,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,265,NA
1290,2/13/1998,12:10:00,STTD,A0D82120386,RSTR,RSTR5,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,3,NA
1291,2/15/1998,10:45:00,STTD,A0D82120386,RSTR,RSTR5,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,462,NA
1292,2/17/1998,11:25:00,STTD,A0D82120386,RSTR,RSTR5,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,199,NA
1294,2/22/1998,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BGS,macrochirus,Lepomis,21,NA
1294,2/22/1998,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,174,NA
1294,2/22/1998,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,41,NA
1294,2/22/1998,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,40,NA
1294,2/22/1998,9:20:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSS,beryllina,Menidia,11,NA
1295,2/23/1998,12:23:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,26,NA
1295,2/23/1998,12:23:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,20,NA
1295,2/23/1998,12:23:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,118,NA
1296,2/24/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,127,NA
1296,2/24/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,3,NA
1296,2/24/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,11,NA
1297,2/26/1998,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,17,NA
1297,2/26/1998,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,216,NA
1297,2/26/1998,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,41,NA
1298,2/27/1998,12:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,238,NA
1298,2/27/1998,12:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,15,NA
1298,2/27/1998,12:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSS,beryllina,Menidia,2,NA
1298,2/27/1998,12:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,1,NA
1298,2/27/1998,12:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BGS,macrochirus,Lepomis,12,NA
1299,3/1/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,57,NA
1300,3/2/1998,10:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,27,NA
1300,3/2/1998,10:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,6,NA
1300,3/2/1998,10:16:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,57,NA
1301,3/3/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,15,NA
1301,3/3/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,110,NA
1301,3/3/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BGS,macrochirus,Lepomis,11,NA
1302,3/4/1998,13:20:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,100,NA
1302,3/4/1998,13:20:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,5,NA
1302,3/4/1998,13:20:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,22,NA
1303,3/5/1998,10:54:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,4,NA
1303,3/5/1998,10:54:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,2,NA
1307,3/11/1998,12:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,8,NA
1307,3/11/1998,12:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,1,NA
1307,3/11/1998,12:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,14,NA
1318,3/20/1998,10:25:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,1,NA
1335,3/31/1998,11:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,47,NA
1335,3/31/1998,11:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,4,NA
1335,3/31/1998,11:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,7,NA
940,4/5/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,4,NA
940,4/5/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,2,NA
944,4/8/1998,10:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,1,NA
946,4/9/1998,13:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,1,NA
948,4/10/1998,13:51:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,2,NA
958,4/16/1998,10:33:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,524,NA
958,4/16/1998,10:33:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,1,NA
1336,4/17/1998,10:27:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,191,NA
1337,4/19/1998,11:23:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,9,NA
1337,4/19/1998,11:23:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,70,NA
1340,4/21/1998,11:00:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,26,NA
1341,4/22/1998,12:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MQF,affinis,Gambusia,1,NA
1341,4/22/1998,12:15:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,215,NA
1342,4/23/1998,11:00:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,86,NA
1343,4/24/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,3,NA
1345,4/27/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,2,NA
1345,4/27/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,2,NA
1346,4/28/1998,10:35:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,2,NA
1346,4/28/1998,10:35:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,4,NA
1346,4/28/1998,10:35:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,1,NA
1347,4/29/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,2,NA
1347,4/29/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,25,NA
1347,4/29/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,1,NA
1348,4/30/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,1,NA
1348,4/30/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,104,NA
1348,4/30/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,6,NA
1349,5/1/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,33,NA
1349,5/1/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,7,NA
1349,5/1/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SASU,occidentalis,Catostomus,42,NA
1349,5/1/1998,10:30:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,4,NA
1351,5/5/1998,11:39:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,3,NA
1352,5/6/1998,11:50:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,12,NA
1352,5/6/1998,11:50:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,25,NA
1353,5/7/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SASU,occidentalis,Catostomus,5,NA
1353,5/7/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,2,NA
1353,5/7/1998,10:50:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,38,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,3,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,2,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SASU,occidentalis,Catostomus,11,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,164,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSS,beryllina,Menidia,1,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,carpio,Cyprinus,1,NA
1354,5/8/1998,12:50:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,3,NA
1356,5/12/1998,10:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,162,NA
1356,5/12/1998,10:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRS,asper,Cottus,1,NA
1356,5/12/1998,10:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,4,NA
1357,5/13/1998,11:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,12,NA
1359,5/15/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRS,asper,Cottus,1,NA
1359,5/15/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,1,NA
1359,5/15/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,7,NA
1359,5/15/1998,10:55:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,0,NA
1361,5/19/1998,9:40:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,11,NA
1361,5/19/1998,9:40:00,STTD,A0D82120386,RSTR,RSTR8,3,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRS,asper,Cottus,1,NA
1363,5/21/1998,10:24:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,20,NA
1363,5/21/1998,10:24:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,21,NA
1364,5/22/1998,11:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,515,NA
1364,5/22/1998,11:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,1,NA
1364,5/22/1998,11:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,68,NA
1366,5/28/1998,10:25:00,STTD,A0D82120386,RSTR,RSTR8,2,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,6,NA
1367,5/29/1998,11:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GF,auratus,Carassius,2,NA
1367,5/29/1998,11:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,6,NA
1379,6/11/1998,12:45:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,240,NA
1379,6/11/1998,12:45:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAPM,grandis,Ptychocheilus,1,NA
1381,6/12/1998,15:26:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCB,microlepidotus,Orthodon,19,NA
1381,6/12/1998,15:26:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,53,NA
1383,6/15/1998,12:21:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCB,microlepidotus,Orthodon,144,NA
1385,6/16/1998,14:21:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,0,NA
1385,6/16/1998,14:21:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,1,NA
1385,6/16/1998,14:21:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCB,microlepidotus,Orthodon,35,NA
1387,6/17/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCB,microlepidotus,Orthodon,46,NA
1387,6/17/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,46,NA
1387,6/17/1998,12:05:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Check,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHN,tshawytscha,Oncorhynchus,0,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCB,microlepidotus,Orthodon,1026,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MSS,beryllina,Menidia,1,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MQF,affinis,Gambusia,1,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSN,crysoleucas,Notemigonus,4,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,514,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FHM,promelas,Pimephales,27,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,carpio,Cyprinus,3215,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,87,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHS,annularis,Pomoxis,124,NA
1388,6/18/1998,12:30:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TFS,petenense,Dorosoma,37,NA
1390,6/19/1998,14:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LMB,salmoides,Micropterus,67,NA
1390,6/19/1998,14:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPLT,macrolepidotus,Pogonichthys,690,NA
1390,6/19/1998,14:07:00,STTD,A0D82120386,RSTR,RSTR8,1,NA,Pull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WHS,annularis,Pomoxis,168,NA
