"","SampleID","SampleDate","SampleTime","StationCode","SamplingArea","SampleMethod","GearID","GearConditionCode","VegetationRank","TrapStatus","Rev.Counter","Region","SeineLength","SeineWidth","SeineDepth","VolumeSeined","HabitatType","SubstrateCode","FieldComments","DataCorrectionComments","OrganismCode","LowestTaxon","Parent","Count","FishIDComments"
"42",2093,"02/23/1998","14:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","13","3","","","","PAV","","","TFS","petenense","Dorosoma","17",""
"43",2093,"02/23/1998","14:00:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","13","3","","","","PAV","","","MSS","beryllina","Menidia","16",""
"44",1296,"02/24/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","127",""
"45",1296,"02/24/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","3",""
"46",1296,"02/24/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","11",""
"47",2096,"02/24/1998","14:45:00","YB","A0D83391379","BSEIN","SEIN50","2","","","","","15","3","","","","PAV","","","MSS","beryllina","Menidia","58",""
"48",1134,"02/25/1998","14:14:00","SB1","A0D83631339","BSEIN","SEIN50","1","","","","","15","14","","","","SND","","","MSS","beryllina","Menidia","10",""
"49",1134,"02/25/1998","14:14:00","SB1","A0D83631339","BSEIN","SEIN50","1","","","","","15","14","","","","SND","","","CHN","tshawytscha","Oncorhynchus","17",""
"50",1297,"02/26/1998","10:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","17",""
"51",1297,"02/26/1998","10:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","216",""
"52",1297,"02/26/1998","10:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","41",""
"53",1298,"02/27/1998","12:07:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","238",""
"54",1298,"02/27/1998","12:07:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","15",""
"55",1298,"02/27/1998","12:07:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","MSS","beryllina","Menidia","2",""
"56",1298,"02/27/1998","12:07:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","1",""
"57",1298,"02/27/1998","12:07:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","BGS","macrochirus","Lepomis","12",""
"58",1299,"03/01/1998","10:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","57",""
"59",1300,"03/02/1998","10:16:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","27",""
"60",1300,"03/02/1998","10:16:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","6",""
"61",1300,"03/02/1998","10:16:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","57",""
"62",1301,"03/03/1998","10:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","15",""
"63",1301,"03/03/1998","10:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","110",""
"64",1301,"03/03/1998","10:55:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","BGS","macrochirus","Lepomis","11",""
"65",2098,"03/03/1998","11:40:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","3","","","","GRV","","","MSS","beryllina","Menidia","4",""
"66",324,"03/03/1998","13:05:00","BL1","A0D82801355","BSEIN","SEIN50","1","","","","","15","10","","","","","","","MSS","beryllina","Menidia","18",""
"67",48,"03/03/1998","13:50:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","16","11","","","","MUD","","","BGS","macrochirus","Lepomis","21",""
"68",2103,"03/03/1998","14:50:00","YB","A0D83391379","PSEIN","PSEIN100","1","","","","","","","","","AG","","","","TFS","petenense","Dorosoma","3",""
"69",1302,"03/04/1998","13:20:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","100",""
"70",1302,"03/04/1998","13:20:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","5",""
"71",1302,"03/04/1998","13:20:00","STTD","A0D82120386","RSTR","RSTR8","2","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","22",""
"72",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","MSS","beryllina","Menidia","9",""
"73",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","BGS","macrochirus","Lepomis","11",""
"74",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","GSF","cyanellus","Lepomis","7",""
"75",2106,"03/04/1998","13:48:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","7","","","","PAV","","","MQF","affinis","Gambusia","4",""
"76",2107,"03/04/1998","14:50:00","YB","A0D83391379","BSEIN","SEIN50","2","","","","","11","6","","","","MUD","","","MQF","affinis","Gambusia","20",""
"77",1303,"03/05/1998","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","4",""
"78",1303,"03/05/1998","10:54:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","2",""
"79",1135,"03/06/1998","12:10:00","SB1","A0D83631339","BSEIN","SEIN50","2","","","","","15","7","","","","MUD","","","TFS","petenense","Dorosoma","5",""
"80",1136,"03/09/1998","10:35:00","SB1","A0D83631339","BSEIN","SEIN50","2","","","","","15","6","","","","MUD","","","TFS","petenense","Dorosoma","32",""
"81",1137,"03/09/1998","11:45:00","SB1","A0D83631339","BSEIN","SEIN50","1","","","","","15","14","","","","MUD","","","CHN","tshawytscha","Oncorhynchus","14",""
"82",2111,"03/09/1998","13:40:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","","","","","","MUD","","","FHM","promelas","Pimephales","17",""
"83",1307,"03/11/1998","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","8",""
"84",1307,"03/11/1998","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","1",""
"85",1307,"03/11/1998","12:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","14",""
"86",111,"03/13/1998","10:10:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","33","10","","","","PAV","","","FHM","promelas","Pimephales","5",""
"87",112,"03/13/1998","10:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","33","10","","","","PAV","","","FHM","promelas","Pimephales","3",""
"88",113,"03/13/1998","10:37:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","RSN","lutrensis","Cyprinella","17",""
"89",113,"03/13/1998","10:37:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","53",""
"90",113,"03/13/1998","10:37:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","FHM","promelas","Pimephales","3",""
"91",114,"03/13/1998","10:52:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","53",""
"92",114,"03/13/1998","10:52:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","RSN","lutrensis","Cyprinella","19",""
"93",114,"03/13/1998","10:52:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","FHM","promelas","Pimephales","11",""
"94",114,"03/13/1998","10:52:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","4",""
"95",115,"03/13/1998","11:10:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","FHM","promelas","Pimephales","4",""
"96",115,"03/13/1998","11:10:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","RSN","lutrensis","Cyprinella","2",""
"97",115,"03/13/1998","11:10:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","36",""
"98",115,"03/13/1998","11:10:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","4",""
"99",116,"03/13/1998","11:25:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","27",""
"100",116,"03/13/1998","11:25:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","50","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","2",""
"101",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","SAPM","grandis","Ptychocheilus","2",""
"102",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","203",""
"103",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","FHM","promelas","Pimephales","13",""
"104",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","LP","macrolepida","Percina","38",""
"105",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","BGS","macrochirus","Lepomis","2",""
"106",117,"03/13/1998","12:41:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","2",""
"107",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","MSS","beryllina","Menidia","3",""
"108",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","FHM","promelas","Pimephales","12",""
"109",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","178",""
"110",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","BGS","macrochirus","Lepomis","2",""
"111",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","LP","macrolepida","Percina","30",""
"112",118,"03/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINENCL","1","","","","","30","10","","","","PAV","","","RSN","lutrensis","Cyprinella","50",""
"113",1138,"03/16/1998","11:30:00","SB1","A0D83631339","BSEIN","SEINCOVE","1","","","","","23","6","","","","MUD","","","CHN","tshawytscha","Oncorhynchus","14",""
"114",1139,"03/16/1998","11:35:00","SB1","A0D83631339","BSEIN","SEINCOVE","1","","","","","23","6","","","","MUD","","","CHN","tshawytscha","Oncorhynchus","42",""
"115",1140,"03/16/1998","11:45:00","SB1","A0D83631339","BSEIN","SEINCOVE","1","","","","","23","6","","","","MUD","","","CHN","tshawytscha","Oncorhynchus","9",""
"116",1141,"03/16/1998","13:45:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","TFS","petenense","Dorosoma","65",""
"117",1141,"03/16/1998","13:45:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","SAPM","grandis","Ptychocheilus","11",""
"118",1141,"03/16/1998","13:45:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","FHM","promelas","Pimephales","12",""
"119",1142,"03/16/1998","13:55:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","TFS","petenense","Dorosoma","5",""
"120",1142,"03/16/1998","13:55:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","FHM","promelas","Pimephales","4",""
"121",1142,"03/16/1998","13:55:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","","MUD","","","SAPM","grandis","Ptychocheilus","2",""
"122",1144,"03/16/1998","14:50:00","SB1","A0D83631339","BSEIN","SEIN50","2","","","","","5","5","","","","MUD","","","CHN","tshawytscha","Oncorhynchus","37",""
"123",127,"03/17/1998","13:05:00","FW1","A0D844101381","BSEIN","SEIN50","2","","","","","15","11","","","","AVG","","","RSN","lutrensis","Cyprinella","11",""
"124",51,"03/19/1998","10:25:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","15","15","","","NV","MUD","","","MSS","beryllina","Menidia","10",""
"125",52,"03/19/1998","11:15:00","AL1","A0D83271352","BSEIN","SEINENCL","2","","","","","15","9","","","","MUD","","","BGS","macrochirus","Lepomis","3",""
"126",53,"03/19/1998","11:20:00","AL1","A0D83271352","BSEIN","SEINENCL","2","","","","","15","9","","","","MUD","","","BGS","macrochirus","Lepomis","5",""
"127",53,"03/19/1998","11:20:00","AL1","A0D83271352","BSEIN","SEINENCL","2","","","","","15","9","","","","MUD","","","RSN","lutrensis","Cyprinella","2",""
"128",1195,"03/19/1998","12:25:00","BL4","A0D82131385","BSEIN","SEIN50","1","","","","","8","15","","","","MUD","","","MSS","beryllina","Menidia","6",""
"129",59,"03/19/1998","13:30:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","15","15","","","","MUD","","","TFS","petenense","Dorosoma","2",""
"130",330,"03/19/1998","14:06:00","LIS","B9D82851352","BSEIN","SEIN50","2","","","","","15","15","","","","MUD","","","FHM","promelas","Pimephales","33",""
"131",1318,"03/20/1998","10:25:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","1",""
"132",2122,"03/20/1998","11:35:00","YB","A0D83391379","BSEIN","SEIN50","1","","","","","15","9","","","","MUD","","","MSS","beryllina","Menidia","2",""
"133",1145,"03/20/1998","13:00:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","29","","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","69",""
"134",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","GSN","crysoleucas","Notemigonus","3",""
"135",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","TFS","petenense","Dorosoma","1549",""
"136",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","FHM","promelas","Pimephales","178",""
"137",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","BGS","macrochirus","Lepomis","55",""
"138",1146,"03/20/1998","14:10:00","SB1","A0D83631339","BSEIN","SEINCOVE","2","","","","","","","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","510",""
"139",1197,"03/23/1998","11:11:00","BL4","A0D82131385","BSEIN","SEIN50","2","","","","","15","15","","","","MUD","","","MSS","beryllina","Menidia","8",""
"140",60,"03/24/1998","11:15:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","11","10","","","","MUD","","","RSN","lutrensis","Cyprinella","18",""
"141",61,"03/24/1998","11:25:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","15","15","","","","MUD","","","TFS","petenense","Dorosoma","2",""
"142",1334,"03/30/1998","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","BGS","macrochirus","Lepomis","5",""
"143",1334,"03/30/1998","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","37",""
"144",1334,"03/30/1998","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","45",""
"145",1334,"03/30/1998","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","16",""
"146",1334,"03/30/1998","11:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","TFS","petenense","Dorosoma","10",""
"147",1335,"03/31/1998","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","47",""
"148",1335,"03/31/1998","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","4",""
"149",1335,"03/31/1998","11:00:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","7",""
"150",129,"03/31/1998","12:25:00","FW1","A0D844101381","BSEIN","SEIN50","1","","","","","8","4","","","","GRV","","","RSN","lutrensis","Cyprinella","4",""
"151",62,"03/31/1998","13:15:00","AL1","A0D83271352","BSEIN","SEIN50","1","","","","","10","7","","","","MUD","","","BGS","macrochirus","Lepomis","8",""
"152",937,"04/01/1998","12:27:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","13",""
"153",938,"04/02/1998","10:13:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","2",""
"154",940,"04/05/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","4",""
"155",940,"04/05/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Check","","","","","","","","","","","SAPM","grandis","Ptychocheilus","2",""
"156",130,"04/06/1998","14:20:00","FW1","A0D844101381","BSEIN","SEIN50","2","","","","","7","6","","","","GRV","","","RSN","lutrensis","Cyprinella","59",""
"157",944,"04/08/1998","10:15:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","1",""
"158",946,"04/09/1998","13:30:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","1",""
"159",948,"04/10/1998","13:51:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","2",""
"160",132,"04/13/1998","10:50:00","FW1","A0D844101381","BSEIN","SEINCOVE","1","","","","","50","9","","","","PAV","","","RSN","lutrensis","Cyprinella","72",""
"161",132,"04/13/1998","10:50:00","FW1","A0D844101381","BSEIN","SEINCOVE","1","","","","","50","9","","","","PAV","","","FHM","promelas","Pimephales","2",""
"162",132,"04/13/1998","10:50:00","FW1","A0D844101381","BSEIN","SEINCOVE","1","","","","","50","9","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","49",""
"163",135,"04/13/1998","13:15:00","FW1","A0D844101381","BSEIN","SEINCOVE","1","","","","","50","9","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","48",""
"164",136,"04/13/1998","13:40:00","FW1","A0D844101381","BSEIN","SEINCOVE","1","","","","","20","9","","","","PAV","","","CHN","tshawytscha","Oncorhynchus","54",""
"165",1150,"04/14/1998","11:05:00","SB1","A0D83631339","BSEIN","SEINENCL","1","","","","","15","9","","","NV","MUD","","","CHN","tshawytscha","Oncorhynchus","2",""
"166",956,"04/15/1998","13:35:00","STTD","A0D82120386","RSTR","RSTR8","1","","Pull","","","","","","","","","","","CHN","tshawytscha","Oncorhynchus","3",""
"167",2132,"04/16/1998","09:00:00","YB","A0D83391379","BSEIN","SEINCOVE","1","","","","","10","12","","","NV","MUD","","","UNID","unidentified","unidentified","3",""
"168",2133,"04/16/1998","09:15:00","YB","A0D83391379","BSEIN","SEINCOVE","2","","","","","13","21","","","NV","MUD","","","UNID","unidentified","unidentified","6",""
