"","SampleID","SampleDate","SampleTime","StationCode","SampleMethod","OrganismCode","Race","ForkLength","Weight","SampleDate.diet","SampleTime.diet","StationCode.diet","Gear.diet","Race.diet","ForkLength.diet","ForkLengthLabel","Weight.diet","WeightLabel","Fullness","Digestion","WeightStomachFull","WeightStomachEmpty","PreyTaxa","LifeStage","HigherTaxa","PreyCount","WeightPrey","StomachBrokenDamaged","StomachComments","ProcessedBy","QAQCBy","FishTagID"
"37","4145","06/29/2011","11:05:00","STTD","RSTR","DSM","n/p","35","","06/29/2011","","","","","35","","0.1609","","6","4","0.0063","0.0023","Diacyclops sp","adult","Cyclopoida","2","0","","","as","","2011-010S"
"38","4145","06/29/2011","11:05:00","STTD","RSTR","DSM","n/p","35","","06/29/2011","","","","","35","","0.1609","","6","4","0.0063","0.0023","Acanthocyclops sp","adult","Cyclopoida","9","0","","","as","","2011-010S"
"39","4145","06/29/2011","11:05:00","STTD","RSTR","DSM","n/p","35","","06/29/2011","","","","","35","","0.1609","","6","4","0.0063","0.0023","Daphniidae","unidentified","Cladocera","4","0","","","as","","2011-010S"
"40","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Pseudodiaptomus forbesi","female","Calanoida","2","0","","","as","","2011-011S"
"41","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Pseudodiaptomus forbesi","male","Calanoida","6","3e-04","","","as","","2011-011S"
"42","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Daphniidae","unidentified","Cladocera","4","0","","","as","","2011-011S"
"43","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Bosmina longirostris","unidentified","Cladocera","49","0","","","as","","2011-011S"
"44","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Acanthocyclops sp","adult","Cyclopoida","37","2e-04","","","as","","2011-011S"
"45","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Diacyclops sp","adult","Cyclopoida","6","0","","","as","","2011-011S"
"46","4717","07/12/2011","10:59:00","BL3","BSEIN","DSM","n/p","32","","07/12/2011","","","","","32","","0.0833","","5","5","broken","","Cyclopoida","copepodid","Cyclopoida","13","0","","","as","","2011-011S"
"47","4721","07/20/2011","10:05:00","BL5","BSEIN","DSM","n/p","26","","07/20/2011","","","","","26","","0.0455","","broken","4","broken","0.0013","Pseudodiaptomus forbesi","female","Calanoida","4","2e-04","","","as","","2011-013S"
"48","4721","07/20/2011","10:05:00","BL5","BSEIN","DSM","n/p","26","","07/20/2011","","","","","26","","0.0455","","broken","4","broken","0.0013","Pseudodiaptomus forbesi","male","Calanoida","17","3e-04","","","as","","2011-013S"
"49","4721","07/20/2011","10:05:00","BL5","BSEIN","DSM","n/p","26","","07/20/2011","","","","","26","","0.0455","","broken","4","broken","0.0013","Pseudodiaptomus forbesi","copepodid","Calanoida","6","2e-04","","","as","","2011-013S"
"50","4721","07/20/2011","10:05:00","BL5","BSEIN","DSM","n/p","26","","07/20/2011","","","","","26","","0.0455","","broken","4","broken","0.0013","Ceriodaphnia sp","unidentified","Cladocera","1","0","","","as","","2011-013S"
"51","4721","07/20/2011","10:05:00","BL5","BSEIN","DSM","n/p","26","","07/20/2011","","","","","26","","0.0455","","broken","4","broken","0.0013","Daphniidae","unidentified","Cladocera","2","0","","","as","","2011-013S"
"52","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Moina sp","unidentified","Cladocera","2","0","","","as","","2011-012S"
"53","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Moina sp","unidentified","Cladocera","44","6e-04","","","as","","2011-012S"
"54","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Bosmina longirostris","unidentified","Cladocera","5","0","","","as","","2011-012S"
"55","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Ceriodaphnia sp","unidentified","Cladocera","1","0","","","as","","2011-012S"
"56","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Daphnia sp","unidentified","Cladocera","12","1e-04","","","as","","2011-012S"
"57","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Calanoida","copepodid","Calanoida","1","0","","","as","","2011-012S"
"58","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Cyclopoida","copepodid","Cyclopoida","12","0","","","as","","2011-012S"
"59","4725","07/20/2011","12:00:00","BL1","BSEIN","DSM","n/p","36","","07/20/2011","","","","","36","","0.1347","","broken","5","broken","","Daphniidae","unidentified","Cladocera","5","0","","","as","","2011-012S"
"60","4803","05/16/2012","10:40:00","STTD","RSTR","DSM","n/p","36","","05/06/2012","","","","","36","","0.114","","4","5","0.0052","0.0019","Pseudodiaptomus forbesi","female","Calanoida","8","2e-04","","","as","","2012-031S"
"61","4803","05/16/2012","10:40:00","STTD","RSTR","DSM","n/p","36","","05/06/2012","","","","","36","","0.114","","4","5","0.0052","0.0019","Pseudodiaptomus forbesi","male","Calanoida","7","0","","","as","","2012-031S"
"62","4803","05/16/2012","10:40:00","STTD","RSTR","DSM","n/p","36","","05/06/2012","","","","","36","","0.114","","4","5","0.0052","0.0019","Pseudodiaptomus forbesi","copepodid","Calanoida","13","0","","","as","","2012-031S"
"63","4803","05/16/2012","10:40:00","STTD","RSTR","DSM","n/p","36","","05/06/2012","","","","","36","","0.114","","4","5","0.0052","0.0019","Sinocalanus doerrii","unidentified","Calanoida","12","4e-04","","","as","","2012-031S"
"64","4803","05/16/2012","10:40:00","STTD","RSTR","DSM","n/p","36","","05/06/2012","","","","","36","","0.114","","4","5","0.0052","0.0019","Unidentified matter","","","","0","","","as","","2012-031S"
"65","4802","05/17/2012","10:20:00","STTD","RSTR","DSM","n/p","35","","05/17/2012","","","","","35","","0.1237","","3","4","0.0034","0.002","Pseudodiaptomus forbesi","female","Calanoida","7","3e-04","","","as","","2012-032S"
"66","4802","05/17/2012","10:20:00","STTD","RSTR","DSM","n/p","35","","05/17/2012","","","","","35","","0.1237","","3","4","0.0034","0.002","Pseudodiaptomus forbesi","male","Calanoida","2","0","","","as","","2012-032S"
"67","4802","05/17/2012","10:20:00","STTD","RSTR","DSM","n/p","35","","05/17/2012","","","","","35","","0.1237","","3","4","0.0034","0.002","Eurytemora affinis","copepodid","Calanoida","1","0","","","as","","2012-032S"
"68","4802","05/17/2012","10:20:00","STTD","RSTR","DSM","n/p","35","","05/17/2012","","","","","35","","0.1237","","3","4","0.0034","0.002","Daphniidae","unidentified","Cladocera","1","0","","","as","","2012-032S"
"69","4812","05/18/2012","10:26:00","STTD","RSTR","DSM","n/p","36","","05/18/2012","","","","","36","","0.123","","2","3","0.0036","0.0026","Pseudodiaptomus forbesi","female","Calanoida","6","2e-04","","","as","","2012-033S"
"70","4812","05/18/2012","10:26:00","STTD","RSTR","DSM","n/p","36","","05/18/2012","","","","","36","","0.123","","2","3","0.0036","0.0026","Pseudodiaptomus forbesi","copepodid","Calanoida","3","2e-04","","","as","","2012-033S"
"71","4812","05/18/2012","10:26:00","STTD","RSTR","DSM","n/p","36","","05/18/2012","","","","","36","","0.123","","2","3","0.0036","0.0026","Calanoida","copepodid","Calanoida","2","0","","","as","","2012-033S"
"72","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Pseudodiaptomus forbesi","female","Calanoida","7","2e-04","","","as","","2012-034S"
"73","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Pseudodiaptomus forbesi","male","Calanoida","3","0","","","as","","2012-034S"
"74","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Pseudodiaptomus forbesi","copepodid","Calanoida","5","2e-04","","","as","","2012-034S"
"75","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Bosmina longirostris","unidentified","Cladocera","1","0","","","as","","2012-034S"
"76","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Sinocalanus doerrii","unidentified","Calanoida","6","1e-04","","","as","","2012-034S"
"77","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Osteichthyes","larva","Osteichthyes","1","4e-04","","","as","","2012-034S"
"78","4828","05/23/2012","12:49:00","STTD","RSTR","DSM","n/p","36","","05/23/2012","","","","","36","","0.1416","","5","3","0.0054","0.0023","Unidentified matter","","","","0","","","as","","2012-034S"
"79","4839","05/24/2012","10:50:00","STTD","RSTR","DSM","n/p","31","","05/24/2012","","","","","31","","0.0779","","broken","3","broken","0.0017","Sinocalanus doerrii","unidentified","Calanoida","2","0","","","as","","2012-035S"
"80","4839","05/24/2012","10:50:00","STTD","RSTR","DSM","n/p","31","","05/24/2012","","","","","31","","0.0779","","broken","3","broken","0.0017","Pseudodiaptomus forbesi","adult","Calanoida","21","3e-04","","","as","","2012-035S"
"81","4839","05/24/2012","10:50:00","STTD","RSTR","DSM","n/p","31","","05/24/2012","","","","","31","","0.0779","","broken","3","broken","0.0017","Pseudodiaptomus forbesi","copepodid","Calanoida","15","2","","","as","","2012-035S"
"82","4839","05/24/2012","10:50:00","STTD","RSTR","DSM","n/p","31","","05/24/2012","","","","","31","","0.0779","","broken","3","broken","0.0017","Pseudodiaptomus forbesi","female","Calanoida","7","0","","","as","","2012-035S"
"83","4839","05/24/2012","10:50:00","STTD","RSTR","DSM","n/p","31","","05/24/2012","","","","","31","","0.0779","","broken","3","broken","0.0017","Bosmina longirostris","unidentified","Cladocera","2","0","","","as","","2012-035S"
"84","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","39","","06/01/2012","","","","","39","","0.1959","","2","6","0.0048","0.0032","Diacyclops sp","copepodid","Cyclopoida","1","0","","","as","","2012-036S"
"85","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","42","","06/01/2012","","","","","42","","0.2523","","5","5","broken","0.0035","Pseudodiaptomus forbesi","female","Calanoida","31","5e-04","","","as","","2012-037S"
"86","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","42","","06/01/2012","","","","","42","","0.2523","","5","5","broken","0.0035","Pseudodiaptomus forbesi","male","Calanoida","75","0.0011","","","as","","2012-037S"
"87","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","42","","06/01/2012","","","","","42","","0.2523","","5","5","broken","0.0035","Pseudodiaptomus forbesi","copepodid","Calanoida","13","0","","","as","","2012-037S"
"88","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","42","","06/01/2012","","","","","42","","0.2523","","5","5","broken","0.0035","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2012-037S"
"89","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","34","","06/01/2012","","","","","34","","0.1055","","4","4","0.0041","0.0018","Pseudodiaptomus forbesi","female","Calanoida","13","2e-04","","","as","","2012-038S"
"90","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","34","","06/01/2012","","","","","34","","0.1055","","4","4","0.0041","0.0018","Pseudodiaptomus forbesi","male","Calanoida","5","5e-04","","","as","","2012-038S"
"91","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","34","","06/01/2012","","","","","34","","0.1055","","4","4","0.0041","0.0018","Pseudodiaptomus forbesi","copepodid","Calanoida","14","0","","","as","","2012-038S"
"92","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","34","","06/01/2012","","","","","34","","0.1055","","4","4","0.0041","0.0018","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2012-038S"
"93","4853","06/01/2012","09:19:00","STTD","RSTR","DSM","n/p","34","","06/01/2012","","","","","34","","0.1055","","4","4","0.0041","0.0018","Daphniidae","unidentified","Cladocera","1","0","","","as","","2012-038S"
"94","4857","06/05/2012","09:39:00","STTD","RSTR","DSM","n/p","38","","06/05/2012","","","","","38","","0.143","","1","","broken","","Empty","","","","","","","as","","2012-039S"
"95","4859","06/06/2012","09:25:00","STTD","RSTR","DSM","n/p","41","","06/06/2012","","","","","41","","0.1832","","5","4","broken","0.0028","Pseudodiaptomus forbesi","female","Calanoida","30","9e-04","","","as","","2012-040S"
"96","4859","06/06/2012","09:25:00","STTD","RSTR","DSM","n/p","41","","06/06/2012","","","","","41","","0.1832","","5","4","broken","0.0028","Pseudodiaptomus forbesi","male","Calanoida","21","4e-04","","","as","","2012-040S"
"97","4859","06/06/2012","09:25:00","STTD","RSTR","DSM","n/p","41","","06/06/2012","","","","","41","","0.1832","","5","4","broken","0.0028","Pseudodiaptomus forbesi","copepodid","Calanoida","23","3e-04","","","as","","2012-040S"
"98","4859","06/06/2012","09:25:00","STTD","RSTR","DSM","n/p","41","","06/06/2012","","","","","41","","0.1832","","5","4","broken","0.0028","Sinocalanus doerrii","adult","Calanoida","21","6e-04","","","as","","2012-040S"
"99","4859","06/06/2012","09:25:00","STTD","RSTR","DSM","n/p","41","","06/06/2012","","","","","41","","0.1832","","5","4","broken","0.0028","Daphniidae","unidentified","Cladocera","3","0","","","as","","2012-040S"
"100","4879","06/13/2012","08:38:00","STTD","RSTR","DSM","n/p","44","","06/13/2012","","","","","44","","0.2886","","3","6","0.0055","0.0041","Pseudodiaptomus forbesi","female","Calanoida","5","1e-04","","","as","","2012-042S"
"101","4879","06/13/2012","08:38:00","STTD","RSTR","DSM","n/p","44","","06/13/2012","","","","","44","","0.2886","","3","6","0.0055","0.0041","Pseudodiaptomus forbesi","male","Calanoida","1","0","","","as","","2012-042S"
"102","4879","06/13/2012","08:38:00","STTD","RSTR","DSM","n/p","44","","06/13/2012","","","","","44","","0.2886","","3","6","0.0055","0.0041","Sinocalanus doerrii","adult","Calanoida","2","1e-04","","","as","","2012-042S"
"103","4881","06/14/2012","09:24:00","STTD","RSTR","DSM","n/p","47","","06/14/2012","","","","","47","","0.3783","","1","","0.0071","","Empty","","","","","","","as","","2012-043S"
"104","4881","06/14/2012","09:24:00","STTD","RSTR","DSM","n/p","38","","06/14/2012","","","","","38","","0.1622","","1","","0.003","","Empty","","","","","","","as","","2012-044S"
"105","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","29","","06/19/2012","","","","","40","","0.2092","","4","3","broken","0.003","Pseudodiaptomus forbesi","copepodid","Calanoida","14","2e-04","","","as","","2012-049S"
"106","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","29","","06/19/2012","","","","","40","","0.2092","","4","3","broken","0.003","Pseudodiaptomus forbesi","female","Calanoida","14","3e-04","","","as","","2012-049S"
"107","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","29","","06/19/2012","","","","","40","","0.2092","","4","3","broken","0.003","Pseudodiaptomus forbesi","male","Calanoida","20","4e-04","","","as","","2012-049S"
"108","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","29","","06/19/2012","","","","","40","","0.2092","","4","3","broken","0.003","Sinocalanus doerrii","adult","Calanoida","1","0","","","as","","2012-049S"
"109","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","29","","06/19/2012","","","","","40","","0.2092","","4","3","broken","0.003","Daphniidae","unidentified","Cladocera","2","0","","","as","","2012-049S"
"110","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","40","","06/19/2012","","","","","29","","0.0767","","5","5","broken","0.0013","Pseudodiaptomus forbesi","female","Calanoida","12","1e-04","","","as","","2012-050S"
"111","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","40","","06/19/2012","","","","","29","","0.0767","","5","5","broken","0.0013","Pseudodiaptomus forbesi","male","Calanoida","0","2e-04","","","as","","2012-050S"
"112","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","40","","06/19/2012","","","","","29","","0.0767","","5","5","broken","0.0013","Pseudodiaptomus forbesi","copepodid","Calanoida","3","0","","","as","","2012-050S"
"113","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","40","","06/19/2012","","","","","29","","0.0767","","5","5","broken","0.0013","Calanoida","copepodid","Calanoida","2","1e-04","","","as","","2012-050S"
"114","4887","06/19/2012","10:08:00","STTD","RSTR","DSM","n/p","40","","06/19/2012","","","","","29","","0.0767","","5","5","broken","0.0013","Sinocalanus doerrii","adult","Calanoida","11","4e-04","","","as","","2012-050S"
"115","4909","06/26/2012","10:45:00","STTD","RSTR","DSM","n/p","34","","06/26/2012","","","","","34","","0.0973","","1","","0.0026","","Empty","","","","","","","as","","2012-053S"
"116","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Pseudodiaptomus forbesi","female","Calanoida","5","1e-04","","","as","","2012-054S"
"117","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Pseudodiaptomus forbesi","male","Calanoida","8","2e-04","","","as","","2012-054S"
"118","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Pseudodiaptomus forbesi","copepodid","Calanoida","17","2e-04","","","as","","2012-054S"
"119","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Sinocalanus doerrii","adult","Calanoida","10","2e-04","","","as","","2012-054S"
"120","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Unidentified matter","","","","6e-04","","","as","","2012-054S"
"121","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Bosmina longirostris","unidentified","Cladocera","1","0","","","as","","2012-054S"
"122","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","46","","06/27/2012","","","","","46","","0.3184","","3","3","0.0066","0.0029","Harpacticoida","unidentified","Harpacticoida","3","0","","","as","","2012-054S"
"123","4910","06/27/2012","10:00:00","STTD","RSTR","DSM","n/p","40","","06/27/2012","","","","","40","","0.1346","","1","","0.0033","","Empty","","","","","","","as","","2012-055S"
"124","4927","07/19/2012","08:15:00","AL1","BSEIN","DSM","n/p","37","","07/19/2012","","","","","37","","0.1427","","4","4","0.0042","0.0027","Cyclopoida","copepodid","Cyclopoida","8","0","","","as","","2012-058S"
